name,price,brand,size_value,size_unit,category,subcategory,url
Act II Microwave Movietheatre Butter Flavour Pouch 150 Gm,₹ 127.00,Act II,150,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Nestle Munch Chocolate 17.4 Gm,₹ 9.70,Nestle,17.4,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Kissan Mixed Fruit Jam 700 Gm,₹ 215.00,Kissan,700,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Parle G Gold Glucose Biscuits 1 Kg,₹ 130.00,Parle,1,Kg,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Lotte Real Orange Choco Pai 12 Pcs 336 Gm,₹ 90.00,Lotte,336,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Britannia Marble Cake Choco Vanilla 110 Gm,₹ 29.10,Britannia,110,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Oreo Vanilla Cream Biscuit 500 Gm,₹ 81.50,Oreo,500,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Fabsta Butter Cookies 100 Gm,₹ 15.00,Fabsta,100,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Fabsta Chocolate Cream Biscuits 100 Gm,₹ 16.00,Fabsta,100,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Parle G Glucose Biscuit 800 Gm,₹ 89.00,Parle,800,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Britannia Marie Gold Biscuits 250 Gm,₹ 40.00,Britannia,250,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Act II Cheese Delight Microwave Popcorn 106 Gm,₹ 77.60,Act II,106,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Jude'S Prawn Pickle 150 Gm,,Jude'S,150,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Jude'S Bombay Duck Pickle 150 Gm,,Jude'S,150,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Jude'S Chicken Pickle 150 Gm,,Jude'S,150,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Jude'S Fish Pickle 150 Gm,,Jude'S,150,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Jude'S Green Prawn Pickle 150 Gm,,Jude'S,150,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Jude'S Seer Fish Pickle 150 Gm,,Jude'S,150,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Jude'S Tendli Pickle 100 Gm,,Jude'S,100,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Jude'S Jude Brinjal Pickle 100 Gm,,Jude'S,100,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Jude'S Spicy Prawn Pickle 100 Gm,,Jude'S,100,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Chupachups Sour Belts Tray 57 Gm,₹ 29.10,Chupachups,57,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Veeba Thousand Island Salad 300 Gm,₹ 173.63,Veeba,300,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Pillsbury Vanilla Cooker Cake Mix 150 Gm,₹ 145.00,Pillsbury,150,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Glucovita Bolts Orange 18 Gm,₹ 10.00,,18,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Veeba Barbeque Sauce 330 Gm,₹ 169.75,Veeba,330,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Happydent Wave Xylitol Mint Bottle 30.6 Gm,₹ 48.50,Happydent,30.6,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Maggi Noodle No Onion No Garlic Masala 70 Gm,₹ 19.40,Maggi,70,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Weikfield Baking Soda 100 Gm,₹ 32.00,Weikfield,100,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Mentos Mint Stick 36.4 Gm,₹ 19.00,Mentos,36.4,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Fabsta Coriander Mint Sauce 200 Gm,₹ 49.00,Fabsta,200,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Fabsta Tamarind Date Tomato Sauce 230 Gm,₹ 49.00,Fabsta,230,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Boomer Strawberry Tube 28 Gm,,,28,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Fabsta Honey Jar 100 Gm,₹ 49.00,Fabsta,100,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Mtr Khaman Dhokla Mix 500 Gm,₹ 102.00,Mtr,500,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Center Fresh Mint Clear Breath Tin 50 Pcs,₹ 97.00,,,,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Star Melon Seeds 100 Gm,₹ 85.00,Star,100,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Star Mix Seeds 100 Gm,₹ 49.00,Star,100,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Star Pumpkin Seeds 100 Gm,₹ 49.00,Star,100,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Star Sunflower Seeds 100 Gm,₹ 32.00,Star,100,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Satvik Roasted Rose Leaf 200 Gm,₹ 90.00,Satvik,200,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Satvik Roasted Seven Seeds 200 Gm,₹ 80.00,Satvik,200,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Satvik Roasted Traditional Mix 200 Gm,₹ 100.00,Satvik,200,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Budhani Potato Mixture Special 250 Gm,₹ 110.00,Budhani,250,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Lal Dharwad Peda 200 Gm,₹ 119.00,Lal,200,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Soulfull Combo Pack Pack Of 5 150 Gm,₹ 96.03,Soulfull,150,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Veeba Cheesy Melt Chilli Paprika Spread 200 Gm,₹ 95.00,Veeba,200,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Geki Korean Kimchi Flavour Noodles 80 Gm,₹ 53.35,Geki,80,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Maggi 2 Min Spicy Garlic Noodles 248 Gm,₹ 97.00,Maggi,248,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Maggi Korean Barbeque Chicken 90 Gm,₹ 47.06,Maggi,90,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Top Ramen Schezwan Noodles 70 Gm,₹ 12.50,Top Ramen,70,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Fabsta Kaju Katli 200 Gm,₹ 325.00,Fabsta,200,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Fabsta Mysore Pak 200 Gm,₹ 99.00,Fabsta,200,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Fabsta Honey Combi 2X400 Gm,₹ 199.00,Fabsta,400,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Lays Classic Salted 67 Gm,₹ 29.10,Lays,67,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Mr Makhana Piri Piri 55 Gm,₹ 127.50,Mr Makhana,55,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Bournville Rum & Raisin 80 Gm,₹ 116.40,,80,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Sowbhagya Kodubale 500 Gm,,Sowbhagya,500,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Sowbhagya Ragi Mixture 500 Gm,,Sowbhagya,500,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Chitale Bakarwadi 500 Gm,₹ 194.00,Chitale,500,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Galaxy Crispy Bar 18 Gm,₹ 20.00,Galaxy,18,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Snickers Miniature Pack 120 Gm,₹ 310.40,Snickers,120,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Fabsta Banana Chips Salted 500 Gm,₹ 157.00,Fabsta,500,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Fabsta Cornflakes Chivda 250 Gm,₹ 79.00,Fabsta,250,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Fabsta Poha Chivda 250 Gm,₹ 79.00,Fabsta,250,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Cadbury 5 Star Home Treat 15 Pcs 151 Gm,,Cadbury,151,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Fabsta Boondi 150 Gm,₹ 33.00,Fabsta,150,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Cadbury Dairy Milk Roast Almond 80 Gm,₹ 116.40,Cadbury,80,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Alpenliebe Gold Orange Candies 90 Pcs Pouch 324 Gm,₹ 89.25,Alpenliebe,324,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Kinder Joy Schokobons Crispy T 12,,Kinder Joy,,,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Lays Hot & Sweet 82 Gm,₹ 40.00,Lays,82,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Nestle Kit Kat Chunky 40 Gm,,Nestle,40,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Nestle Kit Kat Dark Chocolate Coated Wafer 150 Gm,₹ 199.30,Nestle,150,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Parle Poppins 100 Gm,₹ 21.00,Parle,100,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Fabsta Chakri Mix 350 Gm,₹ 79.00,Fabsta,350,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Nestle Munch Max 38.5 Gm,,Nestle,38.5,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Fabsta Potato Waffer Masala 135 Gm,₹ 37.50,Fabsta,135,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Uncle Chips Spicy Treat 80 Gm,₹ 40.00,,80,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Galaxy Minis 90 Gms (Buy 2 Get 1 Combi Pack),,Galaxy,90,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Fabsta Mexican Salsa Nachos 130 Gm,₹ 44.00,Fabsta,130,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Fabsta Smoky Barbeque Nachos 130 Gm,₹ 44.00,Fabsta,130,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Candyman Choco Eclairs 273 Gm,₹ 50.00,,273,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Sowbhagya Bombay Mixture 500 Gm,,Sowbhagya,500,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Sowbhagya Masala Peanuts 200 Gm,,Sowbhagya,200,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Sowbhagya Mota Mixture 500 Gm,,Sowbhagya,500,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Sowbhagya Salted Crispy Murukku 200 Gm,,Sowbhagya,200,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Sowbhagya Spicy Crispy Murukku 200 Gm,,Sowbhagya,200,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Chheda'S Golden Mix 500 Gm,₹ 98.99,Chheda'S,500,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Bms Butter Muruku 150 Gm,,Bms,150,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Bms Green Peas Masala 150 Gm,,Bms,150,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Bms Kerala Banana Chips 500 Gm,,Bms,500,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Bms Masala Peanuts 150 Gm,,Bms,150,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Bms Tapiaco Sticks 150 Gm,,Bms,150,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Fabsta Chakli Sticks 200 Gm,₹ 43.00,Fabsta,200,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Fabsta Potato Wafers Mexican Chilli 135 Gm,₹ 44.00,Fabsta,135,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Fabsta Potato Wafers African Mint 135 Gm,₹ 44.00,Fabsta,135,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Cadbury Silk Walnut Brownie 70 Gm,₹ 133.00,Cadbury,70,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Betty Crocker Betty Crocker Pancake Mix Box 250 Gm 250 Gm,₹ 123.75,Betty Crocker,250,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Saffola Plain Honey 1 Kg,₹ 275.00,Saffola,1,Kg,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Bedekar Mixed Pickle 1 Kg,₹ 130.00,Bedekar,1,Kg,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Kellogg'S K Pack Choco Variety Pack Pouch 140 Gm,₹ 67.90,Kellogg'S,140,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Heritage Doodh Peda 200 Gm,₹ 169.00,,200,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Yippee Magic Masala Noodles 480 Gm,₹ 116.40,Yippee,480,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Kurkure Puffcorn Yummy Cheese 84 Gm,₹ 85.00,Kurkure,84,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Doublemint Chewy Mint Lemon 27 Gm,₹ 45.00,Doublemint,27,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Doublemint Chewy Mint Peppermint 27 Gm,₹ 48.50,Doublemint,27,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Fabsta Green Chilly Pickle Bottle 300 Gm,₹ 59.00,Fabsta,300,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Fabsta Lemon Pickle Bottle 300 Gm,₹ 59.00,Fabsta,300,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Fabsta Mango Pickle Bottle 300 Gm,₹ 64.00,Fabsta,300,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Fabsta Mixed Pickle Bottle 300 Gm,₹ 62.00,Fabsta,300,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Pravin Mango Pickle Pet Jar 350 Gm,₹ 92.50,Pravin,350,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Kissan No-Onion No-Garlic Tomato Sauce 850 Gm,₹ 115.00,Kissan,850,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Maggi Veg Atta Masala Noodle 435 Gm,₹ 166.84,Maggi,435,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Lal Mysore Pak 160 Gm,₹ 99.50,Lal,160,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Bambino Thin Roasted Vermicelli 450 Gm,₹ 50.00,Bambino,450,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Geki Korean Veg Noodles 80 Gm,₹ 53.35,Geki,80,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Geki Korean Chicken Noodles 80 Gm,₹ 53.35,Geki,80,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Cadbury Dark Selections 240 Gm,₹ 425.00,Cadbury,240,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Testobite Chana Jor 300 Gm,₹ 75.00,Testobite,300,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Fabsta Masala Magic Potato Chips 48 Gm,₹ 15.00,Fabsta,48,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Fabsta Classic Salted Potato Chips 48 Gm,₹ 15.00,Fabsta,48,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Gdf Classic Namkeen 400 Gm,,Gdf,400,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Gdf Special Namkeen 400 Gm,,Gdf,400,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Gdf Premium Namkeen 400 Gm,,Gdf,400,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Fabsta All In One 1 Kg,₹ 75.00,Fabsta,1,Kg,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Fabsta All In One 150 Gm,₹ 32.00,Fabsta,150,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Fabsta All In One 350 Gm,₹ 69.00,Fabsta,350,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Fabsta Tasty Nuts 150 Gm,₹ 29.00,Fabsta,150,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Fabsta Tasty Nuts 350 Gm,₹ 59.00,Fabsta,350,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Mr Makhana Cheesy Peezy 55 Gm,₹ 127.50,Mr Makhana,55,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Mr Makhana Cream N Onion 55 Gm,₹ 127.50,Mr Makhana,55,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Mr Makhana Himalayan Salt N Pepper 55 Gm,₹ 145.50,Mr Makhana,55,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Mr Makhana Pudina Party 55 Gm,₹ 127.50,Mr Makhana,55,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Sowbhagya Garlic Mixture 500 Gm,,Sowbhagya,500,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Sowbhagya Bengaluru Special Mixture 500 Gm,,Sowbhagya,500,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Chheda'S Mix Farsan 500 Gm,₹ 105.00,Chheda'S,500,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Fabsta Hot Chilli Garlic Schezwan 500 Gm,₹ 107.00,Fabsta,500,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Chef'S Basket Penne Pasta 500 Gm,₹ 90.00,Chef'S Basket,500,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Chef'S Basket Fusilli Pasta 500 Gm,₹ 90.00,Chef'S Basket,500,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Lays Sizzling Hot 48 Gm,₹ 19.40,Lays,48,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Skittles Original Fruits Pouch 27.3 Gm,₹ 48.50,Skittles,27.3,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Skittles Wildberry Tube 27.3 Gm,₹ 48.50,Skittles,27.3,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Orbit White Mixed Fruit Chewing Gum 66 Gm,₹ 145.50,Orbit,66,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Orbit White Spearmint Chewing Gum 66 Gm,₹ 145.50,Orbit,66,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Fabsta Mango Pickle Bottle 1 Kg,₹ 115.00,Fabsta,1,Kg,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Fabsta Mix Pickle Bottle 1 Kg,₹ 115.00,Fabsta,1,Kg,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Mentos Starwberry Sticks 36.4 Gm,₹ 19.00,Mentos,36.4,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Kellogg'S Corn Flakes 251 Gm,₹ 93.00,Kellogg'S,251,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Fabsta Hazelnut Choco Spread 150 Gm,₹ 110.00,Fabsta,150,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Kellogg'S Crunchy Grano Almond Cranberry 460 Gm,₹ 375.00,Kellogg'S,460,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Kellogg'S Chocos Fills Pouch Pack 153 Gm,₹ 93.00,Kellogg'S,153,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Pravin Mango Pickle Jar 1 Kg,₹ 149.00,Pravin,1,Kg,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Fruittella Strawberry Stick 36 Gm,₹ 33.95,Fruittella,36,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Fruittella Orange Stick 36 Gm,₹ 33.95,Fruittella,36,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Lal Besan Laddu 200 Gm,₹ 64.00,Lal,200,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Wai Wai 123 Veg Cup Noodles 65 Gm,₹ 27.50,Wai Wai,65,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Fabsta Besan Ladoo Box 200 Gm,₹ 54.00,Fabsta,200,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Fabsta Creamy Peanut Butter 150 Gm,₹ 49.00,Fabsta,150,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Fabsta Creamy Peanut Butter 420 Gm,₹ 119.00,Fabsta,420,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Fabsta Creamy Peanut Butter 850 Gm,₹ 169.00,Fabsta,850,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Fabsta Crunchy Peanut Butter 150 Gm,₹ 49.00,Fabsta,150,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Fabsta Crunchy Peanut Butter 420 Gm,₹ 119.00,Fabsta,420,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Fabsta Crunchy Peanut Butter 850 Gm,₹ 169.00,Fabsta,850,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Maggi Special Masala 70 Gm,₹ 19.40,Maggi,70,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Veeba Tandoori Mayonnaise 250 Gm,₹ 89.00,Veeba,250,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Mtr Mango Avakai Pickle 500 Gm,,Mtr,500,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Mtr Mango Sliced Pickle 320 Gm,,Mtr,320,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Yogabar Muesli Dark Choco Cranberry 400 Gm,₹ 195.00,Yogabar,400,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Yogabar Muesli Fruits Nuts & Seeds 400 Gm,₹ 195.00,Yogabar,400,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Yogabar No Sugar Almond & Cranberries 400 Gm,₹ 195.00,Yogabar,400,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Bansiwala Royal Mix Petha 375 Gm,,Bansiwala,375,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Bansiwala Kutema Gud Gajak 450 Gm,,Bansiwala,450,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Fabsta Soan Papdi 200 Gm,₹ 34.00,Fabsta,200,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Farsan Street Sandwich Bhakarwadi 54 Gm,,Farsan Street,54,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Farsan Street Banana Tomato Chips 500G,,Farsan Street,,,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Fabsta Fusilli Popluar Pouch 500 Gm,₹ 67.00,Fabsta,500,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Fabsta Gulab Jamun Tin 1 Kg,₹ 112.00,Fabsta,1,Kg,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Fabsta Khatta Meetha 1 Kg,₹ 153.00,Fabsta,1,Kg,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Fabsta Macroni Popluar Pouch 500 Gm,₹ 57.00,Fabsta,500,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Fabsta Rasgulla Tin 500 Gm,₹ 70.00,Fabsta,500,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Fabsta Rasgulla Tin 1 Kg,₹ 105.00,Fabsta,1,Kg,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Fabsta Udad Papad Extra Peppery 200 Gm,₹ 40.00,Fabsta,200,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Fabsta Mixed Veg Soup 45 Gm,₹ 9.00,Fabsta,45,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Fabsta Sweet Corn Veg Soup 44 Gm,₹ 9.00,Fabsta,44,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
Fabsta Hot & Sour Veg Soup 11 Gm,₹ 10.00,Fabsta,11,Gm,diary,,https://www.starquik.com/collections/branded-food,2025-09-20 11:15:59
